Centre Name,Total,Aggregate,
0271-MUJAWAR GALLI 02,1,0.00007376,
0224-PANDITPURA-F,2,0.00014751,
0036-TAKARI-1,3,0.00022127,
0136-SUBHASH TEKADI-03,1,0.00007376,
0280-MAHELOL,1,0.00007376,
0326-BEDVA,2,0.00014751,
0037-TUPARI-3,3,0.00022127,
0051-DUDHARI 01,7,0.0005163,
0301-OZARDE-04,10,0.00073757,
0394-DUDH NAKA - 2,8,0.00059006,
0124-SHIROLI 01,2,0.00014751,
0113-RAJNOTA-E,6,0.00044254,
0369-RANGOLI 05,4,0.00029503,
0199-DINDIVES 01,12,0.00088509,
0313-HANUMAN NAGAR NI CHALI,1,0.00007376,
0428-NUTAN NAGAR-01,1,0.00007376,
0002-UTTAM CHOWK-01,6,0.00044254,
0069-BETALE NAGAR 1,3,0.00022127,
0440-LAXMIPURA GAM-3,3,0.00022127,
0162-GAON BHAG-03,7,0.0005163,
0167-GANESH NAGAR-03,4,0.00029503,
0479-PANCHSHIL NAGAR - 8,2,0.00014751,
0348-MAHADEVWADI-01,1,0.00007376,
0026-KUNDA BASTI-A,2,0.00014751,
0105-NALANDA NAGAR-04,1,0.00007376,
0275-GOSAVI GALLI 02,10,0.00073757,
0242-RETARE BU-11,14,0.0010326,
0193-LIMBONI BAUG-14,1,0.00007376,
0226-LBC ASHTAVINAYAK A 19,5,0.00036879,
0248-SHAHAPUR 13,8,0.00059006,
0407-DHIRAJ HOUSING SOC-3,2,0.00014751,
0062-VIVEKANAND NAGAR,4,0.00029503,
0298-JAGATAPWADI,2,0.00014751,
0227-RAMWADI-2,4,0.00029503,
0628-SAFED CHALI-3,11,0.00081133,
0271-PREM NAGAR-B,1,0.00007376,
0310-KUVEL NI MUVADI-3,3,0.00022127,
0072-BHADWA-A,9,0.00066381,
0432-KARPEWADI-14,2,0.00014751,
0085-TAKAVADE 02,6,0.00044254,
0583-NEHRU NAGAR-4,1,0.00007376,
0264-SIDDHARTH NAGAR KABNUR 01,10,0.00073757,
0181-OM GANESH COLONY 02,1,0.00007376,
0164-GAUTAM NAGAR - 02,1,0.00007376,
0254-SAMPA HANUMANJI MANDIR FALIYU,3,0.00022127,
0317-KUMBHAJI NI CHALI,4,0.00029503,
0149-S N AJMERI MASJID-04,3,0.00022127,
0050-MALGAON 10,3,0.00022127,
0372-HOUSING BOARD-27,8,0.00059006,
0134-SUBHASH TEKADI-06,1,0.00007376,
0397-KESHAVLAL NI CHALI,1,0.00007376,
0539-ODHAJI NA MUVADA,4,0.00029503,
0629-SADAR BAJAR-4,1,0.00007376,
0113-SAVARKAR NAGAR-8,1,0.00007376,
0150-KARANA F,7,0.0005163,
0602-UNDHELA-8,2,0.00014751,
0077-SHAHAPUR 01,5,0.00036879,
0611-JAKSI RABARI NI CHALI-2,2,0.00014751,
0063-TANDULWADI 03,1,0.00007376,
0378-AHEMAD KASAINI CHALI,3,0.00022127,
0178-ASTODIYA-2,4,0.00029503,
0185-GAMDI NISHAL FALIYA,11,0.00081133,
0435-CHINCHA PADA-01,3,0.00022127,
0314-BAWADA SAPKAL NAGAR 04,1,0.00007376,
0360-NAVEKHED-03,9,0.00066381,
0189-JAISINGHPURA-C,2,0.00014751,
0275-KODI,1,0.00007376,
0320-CHANDUR 05,1,0.00007376,
0639-PREM NAGAR,1,0.00007376,
0501-MAHUDHA-3,5,0.00036879,
0363-TORANA NAGAR 02,4,0.00029503,
0028-MALGAON 09,4,0.00029503,
0317-GYANPURA-C,1,0.00007376,
0523-PADGOL,1,0.00007376,
0107-RAJPUTWADI 02,1,0.00007376,
0263-ABHAY NAGAR 04,9,0.00066381,
0296-SHIRALA 05,10,0.00073757,
0185-MOHRU NAGAR-A,2,0.00014751,
0217-TATA NAGAR - 13,7,0.0005163,
0251-SANGMESHWAR NAGAR 03,2,0.00014751,
0512-SUKHRAM NAGAR,1,0.00007376,
0045-BHONE MAL 01,8,0.00059006,
0421-JASHODA NAGAR-4,4,0.00029503,
0216-SUBHASH CHOUK-A,1,0.00007376,
0006-BHUDHGAON 02,8,0.00059006,
0344-SOMAJIPURA LAT AMRUTPURA,11,0.00081133,
0081-KARANA-C,1,0.00007376,
0340-KHERAP,1,0.00007376,
0396-SANJAY GANDHI NAGAR 01,1,0.00007376,
0362-SONAPUR-10,1,0.00007376,
0373-LAKSHTIRTH VASAHAT 02,5,0.00036879,
0286-MASUCHIWADI-03,4,0.00029503,
0021-SANGLI-02,5,0.00036879,
0292-KASEGAON 09,4,0.00029503,
0139-KANIYELPURA,9,0.00066381,
0306-BUWAPADA-15,1,0.00007376,
0051-VKI-A,3,0.00022127,
0250-SARTANPURA-2,1,0.00007376,
0131-VITAVA-03,1,0.00007376,
0372-LBC SAJJANGAD,1,0.00007376,
0242-AMBE GALLI KASABA BAWADA 02,1,0.00007376,
0155-PRAKASH NAGAR 03,2,0.00014751,
0099-SN LOTUS COLONY-06,1,0.00007376,
0032-SANGLI 05,7,0.0005163,
0331-ASHOK TEKDI-01,2,0.00014751,
0144-LATIF PATHAN COLONY 01,12,0.00088509,
0585-RAMESH COLONY,6,0.00044254,
0002-HELGAON 01,3,0.00022127,
0416-NAVAYARD,2,0.00014751,
0420-AMIR BAUG-04,1,0.00007376,
0127-PUNADI 03,10,0.00073757,
0314-PRAGPURA-K,3,0.00022127,
0232-MISHRA COLONY PHULERA,3,0.00022127,
0374-PARIXIT NAGAR-4,1,0.00007376,
0348-HAROLI 06,2,0.00014751,
0170-KURUNDWAD 07_TUL,3,0.00022127,
0288-KATEWA NAGAR-C,3,0.00022127,
0384-VITHALWADI-02,9,0.00066381,
0204-VASANT NAGAR 02,8,0.00059006,
0076-MINDHA-E,1,0.00007376,
0220-KHORA-A,4,0.00029503,
0123-BRAHMPURI-A,4,0.00029503,
0090-JODHPURA-A,1,0.00007376,
0448-PATRAVALI CHALI-4,1,0.00007376,
0308-HOUSING BOARD-24,7,0.0005163,
0036-KAVLAPUR-05,7,0.0005163,
0283-BHAVANI NAGAR-03,1,0.00007376,
0555-BORDI VADNAGAR NA CHHAPRA,11,0.00081133,
0323-PORDA-3,2,0.00014751,
0073-KARANA-B,4,0.00029503,
0318-TADHODIYA-5,2,0.00014751,
0259-AASHIRWAD SOCIETY -1,2,0.00014751,
0151-SAHYADRI NAGAR-02,1,0.00007376,
0223-UTKARSH NAGAR - 08,2,0.00014751,
0058-NISARE-02,14,0.0010326,
0472-VIJAYPURA KASOR,1,0.00007376,
0326-YELUR-08,3,0.00022127,
0649-JADAVPURA-5,1,0.00007376,
0183-JAMWADI 04,1,0.00007376,
0253-TASAKOLA-C,1,0.00007376,
0113-NAGAON 01,2,0.00014751,
0263-KHILODI,4,0.00029503,
0165-MISHRA NAGAR-04,1,0.00007376,
0464-MOHAN NAGAR-2,1,0.00007376,
0497-AYODHYA NAGAR-1,4,0.00029503,
0434-SAMRAT ASHOK NAGAR-20,2,0.00014751,
0322-JALIYA-2,8,0.00059006,
0438-HILL LINE-02,2,0.00014751,
0178-SAI COLONY 01,8,0.00059006,
0261-SARA NAGAR,6,0.00044254,
0030-RANGOLI 01,1,0.00007376,
0226-MALGAON 11,4,0.00029503,
0295-JAYSINGPUR 30,6,0.00044254,
0048-SHAKTINAGAR-2,5,0.00036879,
0163-JYOTI NAGAR-5,1,0.00007376,
0129-NEW BHENDIPADA-05,1,0.00007376,
0163-PRABUDDHA TOWER-02,2,0.00014751,
0486-MANGAL PRABHAT SOC-2,2,0.00014751,
0010-RUKADI LAXMINAGAR-03,3,0.00022127,
0176-BARTDASH COLONY-D,1,0.00007376,
0499-UTTAM NAGAR-2,1,0.00007376,
0217-KUBERPURA (BHILVAS),1,0.00007376,
0392-PREM TEKDI-9,11,0.00081133,
0238-SANTOSHI MATA NAGAR 03,3,0.00022127,
0165-WAGHMARE PLOT-02,8,0.00059006,
0268-BORGAON-10,8,0.00059006,
0088-SUBHASH NAGAR 01,1,0.00007376,
0444-D SECTOR-28,3,0.00022127,
0228-AMBEDKAR NAGAR 04,10,0.00073757,
0173-SN AJMERI MASJID-06,3,0.00022127,
0398-BHATHIYAR NI CHALI,1,0.00007376,
0254-BUDDHA NAGAR - 3,6,0.00044254,
0058-WARNALI 10,5,0.00036879,
0294-OLD FISH MARKET (KOLIWADA - 2),8,0.00059006,
0296-KHATAV 03,1,0.00007376,
0272-HANUMAN PADA-07,1,0.00007376,
0405-METAL NAGAR-08,1,0.00007376,
0370-DHANORA,1,0.00007376,
0211-PAYLI PADA - 01,5,0.00036879,
0143-GURU COLONY-A,2,0.00014751,
0145-HATKANGALE-07,1,0.00007376,
0326-MANEKPURA NI CHALI-2,1,0.00007376,
0076-POTPHADE 01,5,0.00036879,
0137-SANGAM NAGAR 02,2,0.00014751,
0210-GANESH NAGAR 05,4,0.00029503,
0029-BADA GAV,5,0.00036879,
0560-ADINATH NAGAR-2,1,0.00007376,
0165-AGAR 01,5,0.00036879,
0224-BAMROLI-4,5,0.00036879,
0282-LOMBONI BAUG 16,2,0.00014751,
0153-KHALADI,1,0.00007376,
0097-MALVIYA NAGAR-B,3,0.00022127,
0238-GHOGAON-03,2,0.00014751,
0370-JUNI VASAHAT,1,0.00007376,
0439-HIRANANDANI-06,9,0.00066381,
0304-KURUNDWAD 18,9,0.00066381,
0270-SAI MANDIR-01,1,0.00007376,
0400-DAHIKOT-2,1,0.00007376,
0111-NEHRU NAGAR-03,4,0.00029503,
0071-HIRANANDANI-03,10,0.00073757,
0600-MAN MOHAN PARK,2,0.00014751,
0112-BHAGATSING VASAHAT 03,7,0.0005163,
0293-MANDLIK VASAHAT 02,1,0.00007376,
0059-YADRAV 02,6,0.00044254,
0288-INDRA NAGAR 03,5,0.00036879,
0401-ANANDWADI - 22,2,0.00014751,
0388-RAMABAI-11,4,0.00029503,
0584-PANDIT NAGAR-2,16,0.00118012,
0245-SN LOTUS COLONY -19,5,0.00036879,
0059-CHAFAL-02,7,0.0005163,
0539-VRUNDAVAN,1,0.00007376,
0446-RENUKA SOCIETY,2,0.00014751,
0333-PMGP COLONY 08,3,0.00022127,
0454-JANTA NAGAR-4,1,0.00007376,
0349-MILIND NAGAR 09,5,0.00036879,
0109-KURUNDWAD 01,3,0.00022127,
0091-BEDHIYA,1,0.00007376,
0240-RAJARAMPURI 04,1,0.00007376,
0322-FIRANGI TALIM 02,6,0.00044254,
0104-BHADWA-C,8,0.00059006,
0056-SANGLI 19,4,0.00029503,
0242-RANCHHODPURA-3,4,0.00029503,
0120-MAJIWADA-01,1,0.00007376,
0121-KADIYA NAKA,7,0.0005163,
0418-ANAND NAGAR-09,1,0.00007376,
0036-JAYSINGPUR 04,2,0.00014751,
0179-PRAGPURA-F,1,0.00007376,
0114-KARANA D,7,0.0005163,
0267-KANDALGAON 04,1,0.00007376,
0212-TATA NAGAR - 12,4,0.00029503,
0132-DEMALI,3,0.00022127,
0535-MEGHANI NAGAR,1,0.00007376,
0397-MHADA COLANY 01,9,0.00066381,
0045-SEJPURA NAGARI VISTAR,5,0.00036879,
0127-KARADA,18,0.00132763,
0188-BHAISAVA 2,5,0.00036879,
0272-RAVIVARPETH DILBAHAR TALIM 02,1,0.00007376,
0182-SHANIVAR PETH KORAVI GALLI 01,5,0.00036879,
0349-LAXMIPURA GAM-2,2,0.00014751,
0177-BUDDHA NAGAR -03,2,0.00014751,
0366-ADARSH COLONY,5,0.00036879,
0204-KILAWARI BHANKARI,1,0.00007376,
0451-RAYPUR DARVAJA,1,0.00007376,
0361-LBC GODAVARI,7,0.0005163,
0276-SHIROLI 08,4,0.00029503,
0265-LOONWA-F,1,0.00007376,
0257-VAGARVA PAGI FALIYU,3,0.00022127,
0151-POL MALA-01,6,0.00044254,
0147-SHANTI NAGAR-01,2,0.00014751,
0432-NAGAON-06,1,0.00007376,
0128-SHAHAPUR 02,9,0.00066381,
0284-D-SECTOR - 14,4,0.00029503,
0320-ASHELEPADA -16,4,0.00029503,
0238-KERALE 03,5,0.00036879,
0251-SHAHPUR 14,7,0.0005163,
0252-SHAHAPUR 15,8,0.00059006,
0017-KAVATHE PIRAN-02,1,0.00007376,
0484-RAMVADI ISANPUR-3,1,0.00007376,
0119-AKEDA-B,2,0.00014751,
0480-NEW BHENDIPADA-18,2,0.00014751,
0410-LBC MANDAVI,4,0.00029503,
0127-KANWARPURA B,3,0.00022127,
0183-SN LOTUS COLONY-14,2,0.00014751,
0210-AGAR 02,2,0.00014751,
0320-PURUSHOTTAMPURA-A,1,0.00007376,
0314-ROYAL PALACE 04,2,0.00014751,
0469-LAXMI SHANKAR NI CHALI,3,0.00022127,
0331-PREM TEKADI - 3,4,0.00029503,
0207-NERALE 03,10,0.00073757,
0173-AMBEDKAR NAGAR 01,13,0.00095884,
0310-KUMHARO KI DHANI B,1,0.00007376,
0636-MAHAJAN NU DEHLU-2,4,0.00029503,
0232-BAHE 05,4,0.00029503,
0269-BHIMWADI 05,8,0.00059006,
0378-BHAGAVANDASANA MUVADA,9,0.00066381,
0327-MAHADA - 03,3,0.00022127,
0018-RAGHUPURA,2,0.00014751,
0060-UMBRAJ-04,10,0.00073757,
0225-MATASUKHA-A,2,0.00014751,
0253-WATEGAON-05,5,0.00036879,
0131-VADVALI MUVADI,7,0.0005163,
0284-DEMALI-5,5,0.00036879,
0376-GN SHIVNERY CHAWL -01,1,0.00007376,
0251-HOUSING BOARD-17,2,0.00014751,
0252-MUNDOTI -C,3,0.00022127,
0086-BICHUN-B,1,0.00007376,
0612-SHANTIPURA-4,1,0.00007376,
0005-ATIT-01,5,0.00036879,
0169-LBC SADGURU BLDG-06,5,0.00036879,
0627-VADAJ-1,5,0.00036879,
0049-MAHADEV NAGAR-1,1,0.00007376,
0045-VILLAGE ROAD - 1,1,0.00007376,
0286-HAROLI 05,6,0.00044254,
0281-SHARDA COLONY-A,1,0.00007376,
0236-DHANGAR GALLI 01,11,0.00081133,
0418-BABULAL NI CHALI,4,0.00029503,
0017-TARDAL-01,11,0.00081133,
0413-KARPEWADI-14,6,0.00044254,
0503-RADHA SWAMI FLAT,2,0.00014751,
0328-LB INDIRA NAGAR - 07,7,0.0005163,
0167-NAMADEV NAGAR-A,5,0.00036879,
0285-BORGAON-13,10,0.00073757,
0286-GHASLO KI DHANI,2,0.00014751,
0142-SAMBHAR-F,3,0.00022127,
0288-BHATWADI 02,6,0.00044254,
0345-SALIYA-4,1,0.00007376,
0125-GAJANAN COLONY,1,0.00007376,
0209-RAMPURA-C,1,0.00007376,
0025-CHALALI,4,0.00029503,
0362-CHATHI,8,0.00059006,
0127-BHASKAR NAGAR-03,3,0.00022127,
0155-PRABHUDDHA TOWER-01,2,0.00014751,
0340-OM SAI NAGAR 1,1,0.00007376,
0231-NERLI 02,2,0.00014751,
0458-DANILIMDA,4,0.00029503,
0246-INDIRA NAGAR-1,6,0.00044254,
0645-MAGANKUMBHAR NI CHALI-2,2,0.00014751,
0297-BALIYA LIMDI,1,0.00007376,
0481-FUL CHHATRAPURA-2,2,0.00014751,
0089-SAKHARALE 06,5,0.00036879,
0336-DHIRAJ HOUSING SOC-2,2,0.00014751,
0213-SONAPUR - 06,1,0.00007376,
0384-GANESH NAGAR 06,11,0.00081133,
0497-KRISHANA NAGAR 2,2,0.00014751,
0125-ASHALE PADA -2,1,0.00007376,
0033-PADALI-01,2,0.00014751,
0214-KHADEGOLIVALI-05,4,0.00029503,
0128-RAJANAUTA H,1,0.00007376,
0219-YEDEMACHINDRA 04,17,0.00125387,
0071-JALUJI NI MUVADI,8,0.00059006,
0200-BAMROLI-3,6,0.00044254,
0336-RAMABAI 05,3,0.00022127,
0014-HINGNOLI-03,13,0.00095884,
0026-PAL-06,1,0.00007376,
0322-PATEL SOC SHAHIBAUG,1,0.00007376,
0264-UTKARSH NAGAR-05,1,0.00007376,
,1,0.00007376,
0073-VASAGADE 05,1,0.00007376,
0540-DEVKI VANSOL-6,1,0.00007376,
0122-HANUMAN NAGAR-14,4,0.00029503,
0060-PATTAN KODOLI 4,10,0.00073757,
0340-VIRATNAGAR-A,2,0.00014751,
0071-MAHARAJNA MUVADA,1,0.00007376,
0018-GANPATPURA,2,0.00014751,
0394-SHANTI NAGAR 01,7,0.0005163,
0391-NEW BALAJI NAGAR-06,1,0.00007376,
0438-MARUTI NI CHALI,3,0.00022127,
0071-BHAMAIYA (PATEL FALIYU),2,0.00014751,
0182-SHAKAR NAGAR 03,3,0.00022127,
0011-MLA-2,1,0.00007376,
0002-SATHE NAGAR 01,4,0.00029503,
0163-BHUYE-06,2,0.00014751,
0201-KABNUR 02,2,0.00014751,
0230-TEJA KA BAS-B,4,0.00029503,
0106-YADRAV 07,7,0.0005163,
0326-JAYSINGPUR 32,6,0.00044254,
0127-KABHAIPURA,1,0.00007376,
0587-PALAVI VISTAR NANDGAM,2,0.00014751,
0044-BHONE MAL 02,6,0.00044254,
0393-HUPARI 17,3,0.00022127,
0146-DUDHONDI-01,15,0.00110636,
0183-MOHAN DAS WALI-B,3,0.00022127,
0206-TEMBLAIWADI 02,3,0.00022127,
0108-LAAL CHAKKI-01,3,0.00022127,
0166-UCHGAON 05,6,0.00044254,
0118-PRAKASH NAGAR 02,4,0.00029503,
0225-RUI 04,12,0.00088509,
0244-SITARAM NAGAR-D,1,0.00007376,
0412-BUWAPADA-26,6,0.00044254,
0090-SANTOSHI MATA CHAWL-3,1,0.00007376,
0413-KOPRI BRIDGE-02,2,0.00014751,
0367-LBC SINDHU-01,3,0.00022127,
0244-MUJAWAR PLOT 01,2,0.00014751,
0664-AJARPURA-5,1,0.00007376,
0172-DHARMABHUMI-1,1,0.00007376,
0198-PUNJA TALAVADI-B,1,0.00007376,
0242-DURGA MATA MANDIR 06,1,0.00007376,
0327-TEMBHIPADA-07,1,0.00007376,
0192-GAUTAM NAGAR-20,1,0.00007376,
0015-VAJROSHI-02,5,0.00036879,
0256-EKTA NAGAR 01,10,0.00073757,
0271-LBC TORANA 64,4,0.00029503,
0380-YELUR-10,1,0.00007376,
0477-ANAND NAGAR-07,5,0.00036879,
0459-LBC ASHWAGHANDHA,1,0.00007376,
0330-GUJ HOU BOARD BAPUNAGAR,5,0.00036879,
0367-BIRLA COLLEGE 08,1,0.00007376,
0459-GOKUL COLONY,2,0.00014751,
0195-SHIVAJI NAGAR-18,9,0.00066381,
0148-BAMROLI,2,0.00014751,
0069-PUNADI 01,1,0.00007376,
0102-POTPHADE 02,4,0.00029503,
0686-PALANA-6,3,0.00022127,
0269-PADARDI-3,6,0.00044254,
0329-DEMALI-6,8,0.00059006,
0348-ABHRIPUR,7,0.0005163,
0375-HARIJAN WAS,5,0.00036879,
0407-JAYSINGPUR 47,7,0.0005163,
0089-JAISINGHPURA-B,3,0.00022127,
0341-BHAVANI NAGAR-07,13,0.00095884,
0044-SANGLI 03,6,0.00044254,
0412-RAMGAD-05,1,0.00007376,
0156-TUNG-02,5,0.00036879,
0401-SHREE RAM COMPLEX,1,0.00007376,
0157-PANDITPURA-C,1,0.00007376,
0288-R K NAGAR 01,2,0.00014751,
0188-TURANA-A,7,0.0005163,
0430-PATILWADI-04,2,0.00014751,
0237-WALWA-14,4,0.00029503,
0166-RINCHHIYA-4,13,0.00095884,
0250-SUBHASH TEKADI-18,1,0.00007376,
0325-BUWAPADA - 19,2,0.00014751,
0136-H A EKTA BLDG NO-20 A,7,0.0005163,
0445-GUJARATI MANDIR-04,7,0.0005163,
0259-MANGALWAR PETH 03,1,0.00007376,
0464-SAMRAT ASHOK NAGAR-21,1,0.00007376,
0394-LBC SAJJANGAD-02,1,0.00007376,
0014-GOTAKHINDI-2,2,0.00014751,
0412-7 DAY SCHOOL,3,0.00022127,
0318-VIJAPUR-2,11,0.00081133,
0156-SHIROL 05,4,0.00029503,
0066-KOCHAREWADI-01,4,0.00029503,
0160-YOURAJ VIHAR VKI,5,0.00036879,
0194-MANJIPURA,3,0.00022127,
0191-ARJUNWAD-03,2,0.00014751,
0349-VIKRAMNAGAR 07,4,0.00029503,
0408-MAHAJAN NO VADO-2,9,0.00066381,
0321-TATA NAGAR-19,14,0.0010326,
0309-TAKVADE VES 05,8,0.00059006,
0302-CHOKAK 03,4,0.00029503,
0233-VKI-G PREM NAGAR,1,0.00007376,
0141-CHARIYA,5,0.00036879,
0332-BHARTI CHAWL 01,4,0.00029503,
0026-SURELI-2,1,0.00007376,
0529-PRATAPPURA HATHAJ,8,0.00059006,
0494-PALADI-4,1,0.00007376,
0341-KURUNDWAD 21,10,0.00073757,
0023-KARPEWADI-2,1,0.00007376,
0237-MANGAL RAGHO NAGAR,2,0.00014751,
0282-KOROCHI 19,2,0.00014751,
0507-BHAGVAT TENAMENT,1,0.00007376,
0101-HANUMAN NAGAR-2,5,0.00036879,
0097-SHENOLI 02,9,0.00066381,
0070-MALVIYA NAGAR-A,3,0.00022127,
0271-BUWAPADA 14,2,0.00014751,
0424-SAVITA NAGAR-2,1,0.00007376,
0270-DEKKAN 05,8,0.00059006,
0151-KASEGAON 04,1,0.00007376,
0098-SN LOTUS COLONY-5,2,0.00014751,
0268-UTKARSH NAGAR-6,1,0.00007376,
0580-LAXMICHAND NI CHALI,4,0.00029503,
0470-ANANDWADI-25,2,0.00014751,
0226-KHORA-G,1,0.00007376,
0023-MALGAON 05,1,0.00007376,
0358-SHIV PARK GHODASAR,5,0.00036879,
0104-PRATAP NAGAR-04,1,0.00007376,
0147-LBC BLDG NO 53A,1,0.00007376,
0268-KOPRI BRIG -1,1,0.00007376,
0103-RUKADI 10,3,0.00022127,
0282-KANERIWADI 02,1,0.00007376,
0031-BHOUNAVAS A,4,0.00029503,
0265-PATKAR COMPOUND-2,1,0.00007376,
0023-SHAKTINAGAR,1,0.00007376,
0619-MLA-5,3,0.00022127,
0006-ANTELA-A,1,0.00007376,
0277-NEW MANTAL-3,5,0.00036879,
0012-JAYSINGPUR SHAHU NAGAR 02,2,0.00014751,
0625-TIRGAR WAS,1,0.00007376,
0116-KATHANA,1,0.00007376,
0143-BHART DAS COLONY,4,0.00029503,
0030-GAONDEVI - 1,2,0.00014751,
0492-SARDAR NAGAR NARODA,3,0.00022127,
0214-RETHARE BU-08,7,0.0005163,
0220-BITHLODA-D,1,0.00007376,
0187-AMBALA-B,1,0.00007376,
0146-RUI-02,8,0.00059006,
0369-VASANT RAJAB NAGAR-3,3,0.00022127,
0001-SARASVANI-1,1,0.00007376,
0305-GOSAVI GALLI03,10,0.00073757,
0266-OLD BALAJI NAGAR - 2_TUL,5,0.00036879,
0251-GAUTAM NAGAR - 21,13,0.00095884,
0182-BHADAIYA CHHIPADI-2,3,0.00022127,
0538-JAY YOGESHWAR NAGAR-3,7,0.0005163,
0679-MAHUDIYAPURA,2,0.00014751,
0043-NEHARUNAGAR NIMNI 03,4,0.00029503,
0211-KANERKAR NAGAR 01,2,0.00014751,
0165-AMBIKA NAGAR,1,0.00007376,
0261-ASHARA NAGAR 02,7,0.0005163,
0240-RAJPUT MOHALLA BADNAGAR,4,0.00029503,
0084-KARNAL 02,5,0.00036879,
0070-PATLI PADA-04,1,0.00007376,
0242-DATTA NAGAR 02,8,0.00059006,
0296-GANESHWADI 8,3,0.00022127,
0390-RENDAL 03,10,0.00073757,
0657-GANESHPURA SURASHAMAL-3,5,0.00036879,
0261-BEDHIYA-2,7,0.0005163,
0297-BAGANI-09,10,0.00073757,
0387-SLUM QUATERS,6,0.00044254,
0054-TARAVADI,10,0.00073757,
0215-BAHE-04,10,0.00073757,
0297-MOGHADHARA,3,0.00022127,
0234-ANANDWADI 9,9,0.00066381,
0238-JOSHIBAUG-9,1,0.00007376,
0255-TN JAMA MASJID - 01,8,0.00059006,
0697-SANDHANA-4,2,0.00014751,
0029-SAKHARALE 03,8,0.00059006,
0519-DHARMABHUMI-3,4,0.00029503,
0159-VADANGE-09,9,0.00066381,
0042-VITTHAL NAGAR-2,3,0.00022127,
0238-SUBHASH TEKADI-16,1,0.00007376,
0483-INDIRA NAGAR,1,0.00007376,
0281-TATA NAGAR - 16,10,0.00073757,
0209-TURANA-B,3,0.00022127,
0515-JAGA BARAIYA NI MUVADI-6,3,0.00022127,
0333-NISHAL VALI PALDI,1,0.00007376,
0244-NANI UMARVAN-5,1,0.00007376,
0029-KASHIL-03,6,0.00044254,
0248-DATTA NAGAR 02,2,0.00014751,
0273-ASHTA-20,2,0.00014751,
0314-BHASKAR NAGAR - 9,2,0.00014751,
0028-RUKADI SATHE NGR 05,1,0.00007376,
0174-JK NAGAR-01,10,0.00073757,
0379-RAMNATH DELOL-4,1,0.00007376,
0094-CHAITANYA NAGAR 01,4,0.00029503,
0043-UMBRAJ-03,7,0.0005163,
0022-SAHYADRI NAGAR-2,2,0.00014751,
0098-GAON BHAG 01,1,0.00007376,
0159-TIBA KI DHANI-A,2,0.00014751,
0381-SHAHPUR 23,12,0.00088509,
0123-PALDI-3,1,0.00007376,
0078-HALONDI 01,1,0.00007376,
0402-KOCHRAB-3,2,0.00014751,
0434-D SECTOR-27,4,0.00029503,
0261-SN AJMERI MASJID - 12,11,0.00081133,
0404-HUPARI-06,6,0.00044254,
0497-PATHAVAT-11,1,0.00007376,
0368-YEWALEWADI-01,6,0.00044254,
0088-SANGAM NAGAR 02,5,0.00036879,
0462-UMEDRAMANI MUVADI,1,0.00007376,
0120-AJARPURA,1,0.00007376,
0224-WAGMARE PLOT 03,5,0.00036879,
0027-VAJROSHI-03,1,0.00007376,
0116-PANCHSHIL NAGAR-2,1,0.00007376,
0002-NEW SANTOSHI MATA CHAWL,1,0.00007376,
0288-PATILWADI 03,1,0.00007376,
0047-RETHARE BU 03,7,0.0005163,
0136-CHOKAK 02,4,0.00029503,
0321-BALKANJI BARI 3,6,0.00044254,
0185-JAYSINGPUR 24,3,0.00022127,
0266-OLD BALAJI NAGAR - 2,9,0.00066381,
0280-ASHARA NAGAR 03,2,0.00014751,
0096-GOTKHINDI 04,2,0.00014751,
0510-VARUNDEV SOC NARODA,1,0.00007376,
0214-MATHURA NAGAR 01,3,0.00022127,
0044-SAKURDI-01,1,0.00007376,
0348-PITHAVALI CHALI,1,0.00007376,
0120-TATA NAGAR-06,4,0.00029503,
0298-KASBA BAWADA KAGALWADI 01,2,0.00014751,
0249-KERALE 04,11,0.00081133,
0688-NAVAGAM-4,3,0.00022127,
0318-NISHAL FALIYA-KAKARKHAD,1,0.00007376,
0387-LBC PANHALGAD-01,7,0.0005163,
0277-MOONDGASOI-B,1,0.00007376,
0401-DANWAD 12,4,0.00029503,
0358-ASHALEPADA 20,7,0.0005163,
0237-KANNAMWAR NAGAR 16,3,0.00022127,
0305-TIMBALIYAPURA,1,0.00007376,
0059-DANTIL C,1,0.00007376,
0198-ANAND NAGAR-02,1,0.00007376,
0395-ASHOK NAGAR,2,0.00014751,
0212-RAGHUNATH NAGAR-05,3,0.00022127,
0138-SN LOTUS COLONY-10,3,0.00022127,
0403-HARIJAN QUATERS,9,0.00066381,
0484-NAVI GADVEL-3,1,0.00007376,
0187-SIDDHNATHPURA,9,0.00066381,
0161-SHAHPUR 04,8,0.00059006,
0176-AVDHUT AKHADA-02,4,0.00029503,
0153-BHARAT DAS COLONY-C,4,0.00029503,
0256-BHOUNAVAS-B,1,0.00007376,
0274-TYOD,5,0.00036879,
0314-KOLHAPUR ROAD ISLAMPUR-25,7,0.0005163,
0031-TARDAL 03,6,0.00044254,
0228-BAROT WAS-2,5,0.00036879,
0351-RAMABAI - 08,1,0.00007376,
0424-SN AJMERI MASJID-27,9,0.00066381,
0267-DEEPPURA,2,0.00014751,
0094-RELA KI DHANI-B,8,0.00059006,
0069-DAVDA-02,2,0.00014751,
0289-GYANPURA-A,2,0.00014751,
0236-RAJARAMPURI MANDLIK VASAHAT 01,1,0.00007376,
0330-FIRANGAI TALIM 04,5,0.00036879,
0113-RENWAL-F,1,0.00007376,
